"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"10","Public","6","Active labour market programmes","0","Total","601","Active labour market programmes - PES and Administration","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,172.49033563574,,
"10","Public","6","Active labour market programmes","0","Total","602","Active labour market programmes - Training","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,0,,
"10","Public","6","Active labour market programmes","0","Total","602","Active labour market programmes - Training","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,193979,,
"10","Public","6","Active labour market programmes","0","Total","602","Active labour market programmes - Training","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,695.427424778,,
"10","Public","6","Active labour market programmes","0","Total","603","Active labour market programmes - Job Rotation and Job Sharing","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,0,,
"10","Public","6","Active labour market programmes","0","Total","604","Active labour market programmes - Employment Incentives","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,57542,,
"10","Public","6","Active labour market programmes","0","Total","604","Active labour market programmes - Employment Incentives","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,38.970333333333,,
"10","Public","6","Active labour market programmes","0","Total","605","Active labour market programmes - Supported Employment and Rehabilitation","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,0,,
"10","Public","6","Active labour market programmes","0","Total","605","Active labour market programmes - Supported Employment and Rehabilitation","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,0,,
"10","Public","6","Active labour market programmes","0","Total","605","Active labour market programmes - Supported Employment and Rehabilitation","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,177.50058333333,,
"10","Public","6","Active labour market programmes","0","Total","0","Total","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,54.126,,
"10","Public","6","Active labour market programmes","0","Total","0","Total","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,305901,,
"10","Public","6","Active labour market programmes","0","Total","0","Total","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,1220.6580104137,,
"10","Public","6","Active labour market programmes","0","Total","606","Active labour market programmes - Direct Job Creation","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,52205,,
"10","Public","6","Active labour market programmes","0","Total","607","Active labour market programmes - Start-Up Incentives","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,2175,,
"10","Public","6","Active labour market programmes","0","Total","607","Active labour market programmes - Start-Up Incentives","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,136.26933333333,,
"10","Public","7","Unemployment","0","Total","0","Total","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,0,,
"10","Public","7","Unemployment","0","Total","0","Total","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,72151,,
"10","Public","7","Unemployment","0","Total","0","Total","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,3457,,
"10","Public","7","Unemployment","1","Cash benefits","711","Unemployment - Unemployment compensation / severance pay","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,326.6,,
"10","Public","7","Unemployment","1","Cash benefits","711","Unemployment - Unemployment compensation / severance pay","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,15933,,
"10","Public","7","Unemployment","1","Cash benefits","711","Unemployment - Unemployment compensation / severance pay","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,3457,,
"10","Public","7","Unemployment","1","Cash benefits","712","Unemployment- Early retirement for labour market reasons","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,56218,,
"10","Public","7","Unemployment","1","Cash benefits","0","Total","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,326.6,,
"10","Public","7","Unemployment","1","Cash benefits","0","Total","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,72151,,
"10","Public","7","Unemployment","1","Cash benefits","0","Total","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,3457,,
"10","Public","7","Unemployment","2","Benefits in kind","0","Total","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,0,,
"10","Public","8","Housing","0","Total","0","Total","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,0,,
"10","Public","8","Housing","0","Total","0","Total","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,1215108,,
"10","Public","8","Housing","0","Total","0","Total","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,264.77602458135,,
"10","Public","8","Housing","1","Cash benefits","0","Total","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,0,,
"10","Public","8","Housing","2","Benefits in kind","821","Housing - Housing assistance","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,964464,,
"10","Public","8","Housing","2","Benefits in kind","821","Housing - Housing assistance","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,264.77602458135,,
"10","Public","8","Housing","2","Benefits in kind","822","Housing - Other benefits in kind","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,250644,,
"10","Public","8","Housing","2","Benefits in kind","0","Total","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,0,,
"10","Public","8","Housing","2","Benefits in kind","0","Total","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,1215108,,
"10","Public","8","Housing","2","Benefits in kind","0","Total","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,264.77602458135,,
"10","Public","9","Other social policy areas","0","Total","0","Total","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,0,,
"10","Public","9","Other social policy areas","0","Total","0","Total","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,351024,,
"10","Public","9","Other social policy areas","0","Total","0","Total","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,7580.8800919006,,
"10","Public","9","Other social policy areas","1","Cash benefits","911","Other social policy areas - Income maintenance","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,0,,
"10","Public","9","Other social policy areas","1","Cash benefits","911","Other social policy areas - Income maintenance","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,2583.4,,
"10","Public","9","Other social policy areas","1","Cash benefits","912","Other social policy areas - Other cash benefits","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,0,,
"10","Public","9","Other social policy areas","1","Cash benefits","912","Other social policy areas - Other cash benefits","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,225567,,
"10","Public","9","Other social policy areas","1","Cash benefits","912","Other social policy areas - Other cash benefits","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,4002.0005120634,,
"10","Public","9","Other social policy areas","1","Cash benefits","0","Total","NCUR","At current prices in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions",,,0,,
"10","Public","9","Other social policy areas","1","Cash benefits","0","Total","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,225567,,
"10","Public","9","Other social policy areas","1","Cash benefits","0","Total","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,6585.4005120634,,
"10","Public","9","Other social policy areas","2","Benefits in kind","921","Other social policy areas - Social assistance","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,0,,
"10","Public","9","Other social policy areas","2","Benefits in kind","921","Other social policy areas - Social assistance","NCUR","At current prices in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions",,,723.38207143263,,
"10","Public","9","Other social policy areas","2","Benefits in kind","922","Other social policy areas - Other benefits in kind","NCUR","At current prices in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions",,,125457,,
