"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"10","Public","90","Total","1","Cash benefits","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2014","2014","PC","Percentage","0","units",,,11.334,,
"10","Public","90","Total","1","Cash benefits","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2014","2014","PC","Percentage","0","units",,,17.475,,
"10","Public","90","Total","1","Cash benefits","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2014","2014","PC","Percentage","0","units",,,12.05,,
"10","Public","90","Total","1","Cash benefits","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CHE","Switzerland","2014","2014","PC","Percentage","0","units",,,10.835,,
"10","Public","90","Total","1","Cash benefits","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2014","2014","PC","Percentage","0","units",,,10.547,,
"10","Public","90","Total","1","Cash benefits","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2014","2014","PC","Percentage","0","units",,,9.194,,
"10","Public","90","Total","1","Cash benefits","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2014","2014","PC","Percentage","0","units",,,10.303,,
"10","Public","90","Total","1","Cash benefits","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2014","2014","PC","Percentage","0","units",,,16.501,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","AUS","Australia","2014","2014","PC","Percentage","0","units",,,10.384,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","AUT","Austria","2014","2014","PC","Percentage","0","units",,,9.709,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","BEL","Belgium","2014","2014","PC","Percentage","0","units",,,11.373,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CAN","Canada","2014","2014","PC","Percentage","0","units",,,7.852,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2014","2014","PC","Percentage","0","units",,,8.274,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2014","2014","PC","Percentage","0","units",,,15.804,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FIN","Finland","2014","2014","PC","Percentage","0","units",,,13.026,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2014","2014","PC","Percentage","0","units",,,13.374,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2014","2014","PC","Percentage","0","units",,,11.684,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2014","2014","PC","Percentage","0","units",,,6.989,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2014","2014","PC","Percentage","0","units",,,7.417,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2014","2014","PC","Percentage","0","units",,,0,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2014","2014","PC","Percentage","0","units",,,7.743,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2014","2014","PC","Percentage","0","units",,,9.538,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2014","2014","PC","Percentage","0","units",,,6.361,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2014","2014","PC","Percentage","0","units",,,9.121,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2014","2014","PC","Percentage","0","units",,,12.361,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2014","2014","PC","Percentage","0","units",,,10.677,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2014","2014","PC","Percentage","0","units",,,6.972,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2014","2014","PC","Percentage","0","units",,,7.13,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2014","2014","PC","Percentage","0","units",,,7.024,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2014","2014","PC","Percentage","0","units",,,9.292,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SWE","Sweden","2014","2014","PC","Percentage","0","units",,,16.061,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GBR","United Kingdom","2014","2014","PC","Percentage","0","units",,,11.19,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","USA","United States","2014","2014","PC","Percentage","0","units",,,10.031,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","EST","Estonia","2014","2014","PC","Percentage","0","units",,,5.957,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2014","2014","PC","Percentage","0","units",,,7.216,,
