date	day	sex	age	시도	region	업종	value
20150802	7	여	10대	서울특별시	2	중국집	12
20150802	7	여	60대이상	서울특별시	2	중국집	23
20150802	7	여	50대	서울특별시	2	중국집	47
20150802	7	남	20대	서울특별시	2	중국집	95
20150802	7	남	10대	서울특별시	2	중국집	32
20150802	7	여	20대	서울특별시	2	중국집	49
20150802	7	남	60대이상	서울특별시	2	중국집	39
20150802	7	남	40대	서울특별시	2	중국집	104
20150802	7	여	40대	서울특별시	2	중국집	87
20150802	7	남	30대	서울특별시	2	중국집	111
20150802	7	여	30대	서울특별시	2	중국집	111
20150802	7	남	50대	서울특별시	2	중국집	70
20150802	7	남	10대	서울특별시	3	중국집	16
20150802	7	남	60대이상	서울특별시	3	중국집	36
20150802	7	남	50대	서울특별시	3	중국집	69
20150802	7	여	20대	서울특별시	3	중국집	56
20150802	7	여	10대	서울특별시	3	중국집	11
20150802	7	남	20대	서울특별시	3	중국집	66
20150802	7	여	60대이상	서울특별시	3	중국집	36
20150802	7	여	40대	서울특별시	3	중국집	100
20150802	7	남	40대	서울특별시	3	중국집	83
20150802	7	여	30대	서울특별시	3	중국집	81
20150802	7	남	30대	서울특별시	3	중국집	116
20150802	7	여	50대	서울특별시	3	중국집	49
20150802	7	남	60대이상	서울특별시	4	중국집	45
20150802	7	남	10대	서울특별시	4	중국집	35
20150802	7	남	30대	서울특별시	4	중국집	257
20150802	7	남	40대	서울특별시	4	중국집	190
20150802	7	여	60대이상	서울특별시	4	중국집	46
20150802	7	여	40대	서울특별시	4	중국집	145
20150802	7	여	10대	서울특별시	4	중국집	26
20150802	7	남	20대	서울특별시	4	중국집	146
20150802	7	여	20대	서울특별시	4	중국집	84
20150802	7	여	50대	서울특별시	4	중국집	53
20150802	7	남	50대	서울특별시	4	중국집	91
20150802	7	여	30대	서울특별시	4	중국집	168
20150802	7	여	60대이상	서울특별시	5	중국집	35
20150802	7	여	10대	서울특별시	5	중국집	20
20150802	7	여	30대	서울특별시	5	중국집	174
20150802	7	여	40대	서울특별시	5	중국집	109
20150802	7	남	60대이상	서울특별시	5	중국집	39
20150802	7	남	40대	서울특별시	5	중국집	138
20150802	7	남	10대	서울특별시	5	중국집	29
20150802	7	여	20대	서울특별시	5	중국집	118
20150802	7	남	20대	서울특별시	5	중국집	226
20150802	7	남	50대	서울특별시	5	중국집	56
20150802	7	여	50대	서울특별시	5	중국집	73
20150802	7	남	30대	서울특별시	5	중국집	292
20150802	7	여	10대	서울특별시	6	중국집	6
20150802	7	여	60대이상	서울특별시	6	중국집	25
20150802	7	여	50대	서울특별시	6	중국집	33
20150802	7	남	20대	서울특별시	6	중국집	88
20150802	7	남	10대	서울특별시	6	중국집	18
20150802	7	여	20대	서울특별시	6	중국집	55
20150802	7	남	60대이상	서울특별시	6	중국집	26
20150802	7	남	40대	서울특별시	6	중국집	72
20150802	7	여	40대	서울특별시	6	중국집	61
20150802	7	남	30대	서울특별시	6	중국집	95
20150802	7	여	30대	서울특별시	6	중국집	98
20150802	7	남	50대	서울특별시	6	중국집	37
20150802	7	남	60대이상	서울특별시	7	중국집	28
20150802	7	남	10대	서울특별시	7	중국집	21
20150802	7	남	30대	서울특별시	7	중국집	119
20150802	7	남	40대	서울특별시	7	중국집	97
20150802	7	여	60대이상	서울특별시	7	중국집	24
20150802	7	여	40대	서울특별시	7	중국집	79
20150802	7	여	10대	서울특별시	7	중국집	10
20150802	7	남	20대	서울특별시	7	중국집	80
20150802	7	여	20대	서울특별시	7	중국집	52
20150802	7	여	50대	서울특별시	7	중국집	36
20150802	7	남	50대	서울특별시	7	중국집	64
20150802	7	여	30대	서울특별시	7	중국집	105
20150802	7	여	60대이상	서울특별시	8	중국집	20
20150802	7	여	10대	서울특별시	8	중국집	5
20150802	7	여	30대	서울특별시	8	중국집	40
20150802	7	여	40대	서울특별시	8	중국집	42
20150802	7	남	60대이상	서울특별시	8	중국집	16
20150802	7	남	40대	서울특별시	8	중국집	38
20150802	7	남	10대	서울특별시	8	중국집	6
20150802	7	여	20대	서울특별시	8	중국집	26
20150802	7	남	20대	서울특별시	8	중국집	40
20150802	7	남	50대	서울특별시	8	중국집	42
20150802	7	여	50대	서울특별시	8	중국집	20
20150802	7	남	30대	서울특별시	8	중국집	56
20150802	7	남	10대	서울특별시	9	중국집	13
20150802	7	남	60대이상	서울특별시	9	중국집	19
20150802	7	남	20대	서울특별시	9	중국집	45
20150802	7	여	50대	서울특별시	9	중국집	40
20150802	7	여	10대	서울특별시	9	중국집	11
20150802	7	남	50대	서울특별시	9	중국집	52
20150802	7	여	60대이상	서울특별시	9	중국집	32
20150802	7	남	30대	서울특별시	9	중국집	106
20150802	7	여	30대	서울특별시	9	중국집	79
20150802	7	남	40대	서울특별시	9	중국집	84
20150802	7	여	40대	서울특별시	9	중국집	83
20150802	7	여	20대	서울특별시	9	중국집	33
20150802	7	여	40대	서울특별시	10	중국집	59
20150802	7	남	40대	서울특별시	10	중국집	58
20150802	7	남	20대	서울특별시	10	중국집	34
20150802	7	여	50대	서울특별시	10	중국집	23
20150802	7	여	30대	서울특별시	10	중국집	44
20150802	7	남	50대	서울특별시	10	중국집	23
20150802	7	남	30대	서울특별시	10	중국집	49
20150802	7	남	10대	서울특별시	10	중국집	55
20150802	7	남	60대이상	서울특별시	10	중국집	14
20150802	7	여	10대	서울특별시	10	중국집	28
20150802	7	여	60대이상	서울특별시	10	중국집	26
20150802	7	여	20대	서울특별시	10	중국집	24
20150802	7	여	10대	서울특별시	11	중국집	9
20150802	7	여	60대이상	서울특별시	11	중국집	28
20150802	7	남	30대	서울특별시	11	중국집	186
20150802	7	남	40대	서울특별시	11	중국집	131
20150802	7	남	10대	서울특별시	11	중국집	33
20150802	7	여	40대	서울특별시	11	중국집	92
20150802	7	남	60대이상	서울특별시	11	중국집	43
20150802	7	남	20대	서울특별시	11	중국집	126
20150802	7	여	20대	서울특별시	11	중국집	72
20150802	7	여	50대	서울특별시	11	중국집	49
20150802	7	남	50대	서울특별시	11	중국집	67
20150802	7	여	30대	서울특별시	11	중국집	129
20150802	7	남	20대	서울특별시	12	중국집	134
20150802	7	여	20대	서울특별시	12	중국집	76
20150802	7	여	40대	서울특별시	12	중국집	90
20150802	7	여	30대	서울특별시	12	중국집	119
20150802	7	여	50대	서울특별시	12	중국집	49
20150802	7	남	30대	서울특별시	12	중국집	137
20150802	7	남	50대	서울특별시	12	중국집	44
20150802	7	여	10대	서울특별시	12	중국집	7
20150802	7	여	60대이상	서울특별시	12	중국집	41
20150802	7	남	10대	서울특별시	12	중국집	22
20150802	7	남	60대이상	서울특별시	12	중국집	29
20150802	7	남	40대	서울특별시	12	중국집	77
20150802	7	여	60대이상	서울특별시	13	중국집	19
20150802	7	여	10대	서울특별시	13	중국집	11
20150802	7	남	20대	서울특별시	13	중국집	105
20150802	7	여	50대	서울특별시	13	중국집	46
20150802	7	남	60대이상	서울특별시	13	중국집	23
20150802	7	남	50대	서울특별시	13	중국집	61
20150802	7	남	10대	서울특별시	13	중국집	14
20150802	7	남	30대	서울특별시	13	중국집	125
20150802	7	여	30대	서울특별시	13	중국집	102
20150802	7	남	40대	서울특별시	13	중국집	102
20150802	7	여	40대	서울특별시	13	중국집	76
20150802	7	여	20대	서울특별시	13	중국집	73
20150802	7	남	10대	서울특별시	14	중국집	25
20150802	7	남	60대이상	서울특별시	14	중국집	33
20150802	7	남	20대	서울특별시	14	중국집	137
20150802	7	여	50대	서울특별시	14	중국집	40
20150802	7	여	10대	서울특별시	14	중국집	5
20150802	7	남	50대	서울특별시	14	중국집	53
20150802	7	여	60대이상	서울특별시	14	중국집	15
20150802	7	남	30대	서울특별시	14	중국집	124
20150802	7	여	30대	서울특별시	14	중국집	74
20150802	7	남	40대	서울특별시	14	중국집	81
20150802	7	여	40대	서울특별시	14	중국집	76
20150802	7	여	20대	서울특별시	14	중국집	77
20150802	7	여	10대	서울특별시	15	중국집	6
20150802	7	여	60대이상	서울특별시	15	중국집	29
20150802	7	여	50대	서울특별시	15	중국집	62
20150802	7	남	20대	서울특별시	15	중국집	84
20150802	7	남	10대	서울특별시	15	중국집	13
20150802	7	여	20대	서울특별시	15	중국집	53
20150802	7	남	60대이상	서울특별시	15	중국집	34
20150802	7	남	40대	서울특별시	15	중국집	134
20150802	7	여	40대	서울특별시	15	중국집	118
20150802	7	남	30대	서울특별시	15	중국집	163
20150802	7	여	30대	서울특별시	15	중국집	133
20150802	7	남	50대	서울특별시	15	중국집	76
20150802	7	남	20대	서울특별시	16	중국집	67
20150802	7	여	20대	서울특별시	16	중국집	58
20150802	7	여	40대	서울특별시	16	중국집	59
20150802	7	여	30대	서울특별시	16	중국집	91
20150802	7	여	50대	서울특별시	16	중국집	32
20150802	7	남	30대	서울특별시	16	중국집	115
20150802	7	남	50대	서울특별시	16	중국집	27
20150802	7	여	10대	서울특별시	16	중국집	5
20150802	7	여	60대이상	서울특별시	16	중국집	14
20150802	7	남	10대	서울특별시	16	중국집	7
20150802	7	남	60대이상	서울특별시	16	중국집	36
20150802	7	남	40대	서울특별시	16	중국집	74
20150802	7	여	10대	서울특별시	17	중국집	11
20150802	7	여	60대이상	서울특별시	17	중국집	29
20150802	7	여	40대	서울특별시	17	중국집	69
20150802	7	여	30대	서울특별시	17	중국집	74
20150802	7	남	10대	서울특별시	17	중국집	13
20150802	7	남	30대	서울특별시	17	중국집	121
20150802	7	남	60대이상	서울특별시	17	중국집	21
20150802	7	남	50대	서울특별시	17	중국집	43
20150802	7	여	50대	서울특별시	17	중국집	44
20150802	7	여	20대	서울특별시	17	중국집	57
20150802	7	남	20대	서울특별시	17	중국집	111
20150802	7	남	40대	서울특별시	17	중국집	89
20150802	7	여	60대이상	서울특별시	18	중국집	48
20150802	7	여	10대	서울특별시	18	중국집	22
20150802	7	남	40대	서울특별시	18	중국집	199
20150802	7	남	30대	서울특별시	18	중국집	250
20150802	7	남	60대이상	서울특별시	18	중국집	55
20150802	7	여	30대	서울특별시	18	중국집	186
20150802	7	남	10대	서울특별시	18	중국집	24
20150802	7	여	50대	서울특별시	18	중국집	72
20150802	7	남	50대	서울특별시	18	중국집	85
20150802	7	남	20대	서울특별시	18	중국집	154
20150802	7	여	20대	서울특별시	18	중국집	84
20150802	7	여	40대	서울특별시	18	중국집	136
20150802	7	남	20대	서울특별시	19	중국집	101
20150802	7	여	20대	서울특별시	19	중국집	33
20150802	7	여	40대	서울특별시	19	중국집	107
20150802	7	여	30대	서울특별시	19	중국집	100
20150802	7	여	50대	서울특별시	19	중국집	56
20150802	7	남	30대	서울특별시	19	중국집	88
20150802	7	남	50대	서울특별시	19	중국집	53
20150802	7	남	60대이상	서울특별시	19	중국집	33
20150802	7	남	10대	서울특별시	19	중국집	20
20150802	7	여	60대이상	서울특별시	19	중국집	20
20150802	7	여	10대	서울특별시	19	중국집	17
20150802	7	남	40대	서울특별시	19	중국집	86
20150802	7	남	20대	서울특별시	20	중국집	59
20150802	7	여	20대	서울특별시	20	중국집	34
20150802	7	여	40대	서울특별시	20	중국집	58
20150802	7	여	30대	서울특별시	20	중국집	59
20150802	7	여	50대	서울특별시	20	중국집	24
20150802	7	남	30대	서울특별시	20	중국집	64
20150802	7	남	50대	서울특별시	20	중국집	54
20150802	7	여	10대	서울특별시	20	중국집	8
20150802	7	여	60대이상	서울특별시	20	중국집	17
20150802	7	남	10대	서울특별시	20	중국집	10
20150802	7	남	60대이상	서울특별시	20	중국집	27
20150802	7	남	40대	서울특별시	20	중국집	63
20150802	7	남	50대	서울특별시	21	중국집	58
20150802	7	여	50대	서울특별시	21	중국집	49
20150802	7	남	30대	서울특별시	21	중국집	136
20150802	7	남	40대	서울특별시	21	중국집	118
20150802	7	여	20대	서울특별시	21	중국집	53
20150802	7	여	40대	서울특별시	21	중국집	70
20150802	7	남	20대	서울특별시	21	중국집	97
20150802	7	남	60대이상	서울특별시	21	중국집	35
20150802	7	남	10대	서울특별시	21	중국집	9
20150802	7	여	60대이상	서울특별시	21	중국집	33
20150802	7	여	10대	서울특별시	21	중국집	7
